seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
motu1098	Fusobacteria bacterium IC12 DNA, complete genome	AP027059	91.30	8.6377e-91	187.0
motu1098	Fusobacteria bacterium IC12 DNA, complete genome	AP027059	91.30	8.6377e-91	187.0
motu1098	Uncultured bacterium clone 0267 16S ribosomal RNA gene, partial sequence	MH761081	91.30	8.6377e-91	187.0
motu1098	Uncultured prokaryote gene for 16S ribosomal RNA, partial sequence, OTU:NOR1787	LC249038	91.30	8.6377e-91	187.0
motu1098	Haliovirga abyssi strain IC12 16S ribosomal RNA, partial sequence >gi|2502759374|dbj|LC741318.1| Fusobacteria bacterium IC12 IC12 gene for 16S rRNA, partial sequence	NR_189196	91.60	8.6377e-91	187.0
motu1098	Uncultured bacterium clone BFMBac_032 16S ribosomal RNA gene, partial sequence	KF169857	91.30	8.6377e-91	187.0
motu1098	Uncultured bacterium clone CP_Otu4356 16S ribosomal RNA gene, partial sequence	KY279441	91.87	1.11736e-89	185.0
motu1098	Uncultured bacterium clone OTU 2726 16S ribosomal RNA gene, partial sequence	KX655130	90.91	4.01873e-89	184.0
motu1098	Uncultured bacterium clone OTU2431 16S ribosomal RNA gene, partial sequence	MG241027	90.91	4.01873e-89	184.0
motu1098	Uncultured organism partial 16S rRNA gene, isolate OTU_294	LT624914	90.91	4.01873e-89	184.0
motu1098	Uncultured bacterium clone ELA_111314_OTU_1944 16S ribosomal RNA gene, partial sequence	KY517455	91.20	4.01873e-89	184.0
motu1098	Uncultured Fusobacteriales bacterium partial 16S rRNA gene, isolate OTU_230	LT624218	90.91	4.01873e-89	184.0
motu1098	Uncultured bacterium clone OTU_1471 16S ribosomal RNA gene, partial sequence	OK038606	90.91	4.01873e-89	184.0
motu1098	Uncultured bacterium clone FS396_454_1000bp_0359B 16S ribosomal RNA gene, partial sequence	DQ909291	91.20	4.01873e-89	184.0
motu1098	Uncultured bacterium clone LY-0-8 16S ribosomal RNA gene, partial sequence	KR107356	90.91	4.01873e-89	184.0
motu1098	Uncultured archaeon clone OTU_54 16S ribosomal RNA gene, partial sequence	KU655961	90.91	4.01873e-89	184.0
motu1098	Uncultured bacterium clone BFSBac_026 16S ribosomal RNA gene, partial sequence	KF169881	90.91	4.01873e-89	184.0
motu1098	Uncultured Fusobacteriales bacterium partial 16S rRNA gene, isolate OTU_284	LT624271	90.91	4.01873e-89	184.0
motu1098	Bacterium enrichment culture clone OTU237_Top_of_B_20018 16S ribosomal RNA gene, partial sequence	KR363883	91.13	5.19856e-88	182.0
motu1098	Uncultured bacterium clone BFSBac_073 16S ribosomal RNA gene, partial sequence	KF169888	90.51	1.86973e-87	181.0
motu1098	Uncultured bacterium clone OTU3163 16S ribosomal RNA gene, partial sequence	MH468663	90.55	1.86973e-87	181.0
motu1098	Uncultured bacterium clone js8633 16S ribosomal RNA gene, partial sequence	KY258956	91.39	1.86973e-87	181.0
motu1098	Uncultured archaeon clone OTU_594 16S ribosomal RNA gene, partial sequence	KU656467	90.55	1.86973e-87	181.0
motu1098	Uncultured bacterium clone 0956 16S ribosomal RNA gene, partial sequence	MH761770	90.55	1.86973e-87	181.0
motu1098	Uncultured archaeon clone A_OTU_373 16S ribosomal RNA gene, partial sequence	KX029849	91.02	2.41865e-86	179.0
motu1098	Uncultured bacterium clone New.OTU7436_3 16S ribosomal RNA gene, partial sequence	MF369154	91.02	2.41865e-86	179.0
motu1098	Uncultured organism clone SBYG_1508 16S ribosomal RNA gene, partial sequence	JN449154	90.20	8.69903e-86	178.0
motu1098	Uncultured bacterium clone OTU490 16S ribosomal RNA gene, partial sequence	MH461610	90.12	8.69903e-86	178.0
motu1098	Uncultured bacterium clone 0340 16S ribosomal RNA gene, partial sequence	MH761154	90.12	8.69903e-86	178.0
motu1098	Uncultured bacterium clone OTU1097 16S ribosomal RNA gene, partial sequence	MH466730	90.12	8.69903e-86	178.0
motu1102	Uncultured bacterium clone Clip 19 16S ribosomal RNA gene, partial sequence	HQ691932	98.82	4.97008e-123	245.0
motu1102	Uncultured bacterium Har12May-539 gene for 16S rRNA, partial sequence	LC641210	99.02	1.85192e-97	199.0
motu1102	Uncultured bacterium Har12May-540 gene for 16S rRNA, partial sequence	LC641211	98.54	8.61615e-96	196.0
motu1106	Chesnonia verrucosa voucher #05-114 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846143	98.24	5.46455e-76	160.0
motu1106	Chesnonia verrucosa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151096	LC104546	98.24	5.46455e-76	160.0
motu1106	Brachyopsis segaliensis CBM:ZF:14496 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC671311	98.24	5.46455e-76	160.0
motu1106	Chesnonia verrucosa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119970 >gi|985565839|dbj|LC036955.1| Brachyopsis segaliensis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:212087 >gi|985565846|dbj|LC036962.1| Pallasina barbata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:198883	LC104545	98.24	5.46455e-76	160.0
motu1106	Occella iburia mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:222566	LC036967	98.20	2.54241e-74	157.0
motu1106	Occella dodecaedron mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:199788 >gi|985565849|dbj|LC036965.1| Tilesina gibbosa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:14270 >gi|985565854|dbj|LC036970.1| Tilesina gibbosa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:222707	LC036961	98.20	2.54241e-74	157.0
motu1106	Occella dodecaedron mitochondrion, partial genome	OR499728	98.20	2.54241e-74	157.0
motu1106	Blepsias bilobus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:212405	LC036770	97.04	1.18287e-72	154.0
motu1106	Blepsias cirrhosus voucher UW:150453 mitochondrion, complete genome >gi|2569352759|gb|OR482535.1| Blepsias cirrhosus voucher UW:150453 mitochondrion, complete genome	NC_082780	96.45	5.50334e-71	151.0
motu1106	Stellerina xyosterna voucher #03-93 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846258	96.99	5.50334e-71	151.0
motu1106	Hemilepidotus gilberti mitochondrion, complete genome >gi|1102603317|gb|KX156764.1| Hemilepidotus gilberti mitochondrion, complete genome	NC_034653	96.45	5.50334e-71	151.0
motu1106	Bathyagonus alascanus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151207	LC104548	96.45	5.50334e-71	151.0
motu1106	Blepsias cirrhosus 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057948	96.45	5.50334e-71	151.0
motu1106	Bathyagonus infraspinatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155503	LC104554	96.45	5.50334e-71	151.0
motu1106	Stellerina xyosterna 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057988	96.39	7.11902e-70	149.0
motu1106	Hemilepidotus jordani voucher UW:150650 mitochondrion, complete genome >gi|2569352787|gb|OR482537.1| Hemilepidotus jordani voucher UW:150650 mitochondrion, complete genome	NC_082782	95.86	2.56046e-69	148.0
motu1106	Bathyagonus infraspinatus voucher UW:118917 mitochondrion, complete genome >gi|2569352647|gb|OR482527.1| Bathyagonus infraspinatus voucher UW:118917 mitochondrion, complete genome	NC_082773	95.86	2.56046e-69	148.0
motu1106	Xeneretmus leiops mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119901	LC104544	95.86	2.56046e-69	148.0
motu1106	Bathyagonus nigripinnis voucher 56 #10-43 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846635	95.86	2.56046e-69	148.0
motu1106	Percis japonica mitochondrion, partial genome	OR582702	95.86	2.56046e-69	148.0
motu1106	Bathyagonus nigripinnis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151083	LC104547	95.86	2.56046e-69	148.0
motu1106	Blepsias cirrhosus CBM:ZF:14499 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC671310	95.86	2.56046e-69	148.0
motu1106	Blepsias cirrhosus NSMT:P66507 mitochondrial DNA, complete genome	LC493928	95.86	2.56046e-69	148.0
motu1106	Hemilepidotus papilio voucher UW:151277 mitochondrion, complete genome >gi|2569352843|gb|OR482541.1| Hemilepidotus papilio voucher UW:151277 mitochondrion, complete genome	NC_082785	95.86	2.56046e-69	148.0
motu1106	Xeneretmus latifrons mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118571 >gi|985565837|dbj|LC036953.1| Bathyagonus nigripinnis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:208632	LC104543	95.86	2.56046e-69	148.0
motu1106	Percis japonica mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:205098	LC036963	95.86	2.56046e-69	148.0
motu1106	Hemilepidotus gilberti mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:205636	LC036932	95.86	2.56046e-69	148.0
motu1106	Blepsias cirrhosus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:044972 >gi|985565653|dbj|LC036769.1| Blepsias cirrhosus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:215119	LC091951	95.86	2.56046e-69	148.0
motu1106	Hemilepidotus jordani 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057959	95.86	2.56046e-69	148.0
motu1106	Hemilepidotus papilio mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:200488 >gi|985565830|dbj|LC036946.1| Hemilepidotus jordani mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:203323	LC036934	95.86	2.56046e-69	148.0
motu1106	Blepsias cirrhosus voucher #05-185 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846484	95.86	2.56046e-69	148.0
motu1106	Agonopsis vulsa 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057940	95.81	3.31216e-68	146.0
motu1106	Xeneretmus leiops voucher #99-81 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846259	95.81	3.31216e-68	146.0
motu1106	Agonopsis vulsa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151105	LC104549	95.81	3.31216e-68	146.0
motu1106	Hemilepidotus zapus 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057960	95.27	1.19126e-67	145.0
motu1106	Xeneretmus latifrons 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057995	95.27	1.19126e-67	145.0
motu1106	Hemilepidotus spinosus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:048010 >gi|985563232|dbj|LC091915.1| Hemilepidotus spinosus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:110466	LC091914	95.27	1.19126e-67	145.0
motu1106	Bathyagonus pentacanthus 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057946	95.27	1.19126e-67	145.0
motu1106	Odontopyxis trispinosa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155502	LC104552	95.27	1.19126e-67	145.0
motu1106	Hemilepidotus hemilepidotus voucher #05-113 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846458	95.27	1.19126e-67	145.0
motu1106	Bathyagonus pentacanthus voucher #97-184 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846088	95.27	1.19126e-67	145.0
motu1106	Hemilepidotus spinosus voucher #05-192 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846494	95.27	1.19126e-67	145.0
motu1106	Hypsagonus jordani mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:198885	LC036958	95.27	1.19126e-67	145.0
motu1106	Odontopyxis trispinosa voucher #04-103 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846430	95.27	1.19126e-67	145.0
motu1106	Odontopyxis trispinosa mitochondrion, partial genome	OR582693	95.27	1.19126e-67	145.0
motu1106	Sarritor leptorhynchus mitochondrion, partial genome	OR582697	95.27	4.28455e-67	144.0
motu1106	Ulcina olrikii isolate UOL16-6 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MZ621066	95.27	4.28455e-67	144.0
motu1106	Agonopsis sterletus voucher #04-190 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846442	94.67	5.54241e-66	142.0
motu1106	Xeneretmus ritteri voucher #16-19 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846209	94.67	5.54241e-66	142.0
motu1106	Ulcina olrikii mitochondrion, partial genome	KT004434	94.67	1.99341e-65	141.0
motu1110	Uncultured bacterium clone ELA_111314_OTU_907 16S ribosomal RNA gene, partial sequence	KY516478	100.00	1.76685e-127	253.0
motu1110	Uncultured bacterium clone OTU_1663 16S ribosomal RNA gene, partial sequence	MK324230	100.00	4.94739e-123	245.0
motu1110	Uncultured bacterium clone W021b11_21717 16S ribosomal RNA gene, partial sequence	JQ383249	90.51	1.86973e-87	181.0
motu1114	Uncultured cyanobacterium clone CFA05 16S ribosomal RNA gene, partial sequence	JF929446	94.07	1.83047e-102	208.0
motu1114	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334164|emb|OW749573.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539364	92.65	5.16191e-93	191.0
motu1114	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334157|emb|OW749566.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539357	92.18	3.10667e-90	186.0
motu1114	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762481	91.84	1.11736e-89	185.0
motu1114	Uncultured bacterium clone OTU155918_AL243_2146038 16S ribosomal RNA gene, partial sequence	KP922735	91.80	1.44539e-88	183.0
motu1114	Uncultured bacterium clone 40H09 16S ribosomal RNA gene, partial sequence	HQ189675	90.51	5.19856e-88	182.0
motu1114	Uncultured bacterium clone OTU_1330 16S ribosomal RNA gene, partial sequence	KX968996	90.51	1.86973e-87	181.0
motu1114	Uncultured bacterium clone A494_Bac838 16S ribosomal RNA gene, partial sequence	KY125452	90.73	2.41865e-86	179.0
motu1114	Uncultured bacterium clone OTU_8122 16S ribosomal RNA gene, partial sequence	KX975449	90.12	8.69903e-86	178.0
motu1114	Uncultured organism isolate 1207VA12 clone 3 16S ribosomal RNA gene, partial sequence	KT271321	90.61	1.12529e-84	176.0
motu1114	Uncultured bacterium clone 1516 16S ribosomal RNA gene, partial sequence	KX703590	90.61	1.12529e-84	176.0
motu1114	Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence >gi|1002672817|gb|KU336485.1| Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence	KU223959	90.20	5.23547e-83	173.0
motu1114	Uncultured bacterium clone OTU114679_AL214_99315 16S ribosomal RNA gene, partial sequence	KP916885	90.12	6.7725e-82	171.0
motu1118	No Results
motu1122	Uncultured Verrucomicrobia bacterium clone C13W_45 16S ribosomal RNA gene, partial sequence	HM057675	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone HglFeb6A11m 16S ribosomal RNA gene, partial sequence	JX017163	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone SeaWat_30042 16S ribosomal RNA gene, partial sequence	JQ196541	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone SeaWat_30407 16S ribosomal RNA gene, partial sequence	JQ196791	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone SeaWat_51092 16S ribosomal RNA gene, partial sequence	JQ199492	100.00	1.50728e-138	273.0
motu1122	Uncultured Verrucomicrobia bacterium clone SHAB711 16S ribosomal RNA gene, partial sequence	GQ348779	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone HglFeb6D9 16S ribosomal RNA gene, partial sequence	JX017103	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone HglFeb6C9m 16S ribosomal RNA gene, partial sequence	JX017196	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone SeaWat_30627 16S ribosomal RNA gene, partial sequence	JQ196811	100.00	1.50728e-138	273.0
motu1122	Uncultured marine bacterium clone A6-3-80 16S ribosomal RNA gene, partial sequence	FJ826388	100.00	1.50728e-138	273.0
motu1122	Verrucomicrobia bacterium SCGC AAA160-L23 16S ribosomal RNA gene, partial sequence	JF488595	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone SeaWat_G611 16S ribosomal RNA gene, partial sequence	JQ195588	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium isolate KWKB08_14 16S ribosomal RNA gene, partial sequence	KP262724	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone HglFeb6F5 16S ribosomal RNA gene, partial sequence	JX017122	100.00	1.50728e-138	273.0
motu1122	Verrucomicrobia bacterium SCGC AAA160-C14 16S ribosomal RNA gene, partial sequence	JF488540	100.00	1.50728e-138	273.0
motu1122	Uncultured Puniceicoccaceae bacterium clone GG101008Clone107 16S ribosomal RNA gene, partial sequence	JN591874	100.00	1.50728e-138	273.0
motu1122	Uncultured bacterium clone SeaWat_30745 16S ribosomal RNA gene, partial sequence	JQ196871	99.63	7.01271e-137	270.0
motu1122	Uncultured Verrucomicrobia bacterium clone PI_4f1b 16S ribosomal RNA gene gene, partial sequence	AY580847	99.63	7.01271e-137	270.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_744 16S ribosomal RNA gene, partial sequence	FJ744940	99.63	7.01271e-137	270.0
motu1122	Uncultured bacterium clone SeaWat_30588 16S ribosomal RNA gene, partial sequence	JQ197074	99.63	7.01271e-137	270.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_418 16S ribosomal RNA gene, partial sequence	FJ744978	99.63	7.01271e-137	270.0
motu1122	Uncultured marine bacterium clone B1-99 16S ribosomal RNA gene, partial sequence	JX405489	99.27	3.2627e-135	267.0
motu1122	uncultured bacterium partial 16S rRNA gene, clone EE8-001_F07	HE979703	99.27	3.2627e-135	267.0
motu1122	Uncultured marine bacterium clone B17-83 16S ribosomal RNA gene, partial sequence	JX405582	99.27	3.2627e-135	267.0
motu1122	Uncultured marine bacterium clone B17-96 16S ribosomal RNA gene, partial sequence	JX405594	99.27	3.2627e-135	267.0
motu1122	Uncultured marine bacterium clone S17-48 16S ribosomal RNA gene, partial sequence	JX405960	99.27	3.2627e-135	267.0
motu1122	Uncultured Verrucomicrobia bacterium clone IMS2D13 16S ribosomal RNA gene, partial sequence	JN233107	98.90	1.51798e-133	264.0
motu1122	Uncultured marine bacterium clone S17-50 16S ribosomal RNA gene, partial sequence	JX405961	98.90	1.51798e-133	264.0
motu1122	Uncultured marine bacterium clone B67 16S ribosomal RNA gene, partial sequence	EU010227	98.90	1.51798e-133	264.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_761 16S ribosomal RNA gene, partial sequence	FJ744953	98.91	1.51798e-133	264.0
motu1122	Uncultured marine bacterium clone ZL1709 16S ribosomal RNA gene, partial sequence	EU268119	98.53	1.96364e-132	262.0
motu1122	Uncultured bacterium clone G1101.0468-12_30 16S ribosomal RNA gene, partial sequence	KF972784	98.53	7.0625e-132	261.0
motu1122	Uncultured Verrucomicrobia bacterium clone ARTE1_212 16S ribosomal RNA gene, partial sequence	GU230456	98.53	7.0625e-132	261.0
motu1122	Uncultured gamma proteobacterium clone Pa11d10 16S ribosomal RNA gene, partial sequence	JF949716	99.62	7.0625e-132	261.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_538 16S ribosomal RNA gene, partial sequence	FJ744796	98.53	7.0625e-132	261.0
motu1122	Uncultured bacterium clone SHWN_night2_16S_708 16S ribosomal RNA gene, partial sequence	FJ745167	98.53	7.0625e-132	261.0
motu1122	Uncultured Opitutae bacterium clone C1_A01_015 16S ribosomal RNA gene, partial sequence	HM802354	98.53	7.0625e-132	261.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_477 16S ribosomal RNA gene, partial sequence	FJ745023	98.53	7.0625e-132	261.0
motu1122	Ruficoccus sp. strain CC-MHH0563 16S ribosomal RNA gene, partial sequence	MT893656	99.24	3.28586e-130	258.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_410 16S ribosomal RNA gene, partial sequence	FJ744973	98.18	3.28586e-130	258.0
motu1122	Uncultured bacterium clone SHWH_night1_16S_487 16S ribosomal RNA gene, partial sequence	FJ745029	98.17	3.28586e-130	258.0
motu1122	Uncultured bacterium isolate DGGE gel band DG_KH_17F1 16S ribosomal RNA gene, partial sequence	KP262631	98.17	3.28586e-130	258.0
motu1122	Uncultured marine bacterium clone S1-36 16S ribosomal RNA gene, partial sequence	JX405849	98.17	1.18181e-129	257.0
motu1122	Uncultured bacterium clone A15-43 16S ribosomal RNA gene, partial sequence	HQ166743	97.80	1.52876e-128	255.0
motu1122	Uncultured bacterium clone SHWN_night2_16S_583 16S ribosomal RNA gene, partial sequence	FJ745094	97.80	1.52876e-128	255.0
motu1122	Uncultured bacterium clone EF1 16S ribosomal RNA gene, partial sequence.	MW386878	99.23	1.52876e-128	255.0
motu1122	Uncultured marine bacterium clone IMS2D27 16S ribosomal RNA gene, partial sequence >gi|342358030|gb|JN233481.1| Uncultured marine bacterium clone IMS2D10 16S ribosomal RNA gene, partial sequence	JN233202	97.80	1.52876e-128	255.0
motu1122	Uncultured bacterium clone 060127_T6S4_W_T_SDP_026 small subunit ribosomal RNA gene, partial sequence	FJ350842	98.49	1.97758e-127	253.0
motu1122	Uncultured bacterium clone SEAS_395 16S ribosomal RNA gene, partial sequence	KU675293	100.00	7.11264e-127	252.0
motu1122	Uncultured bacterium clone MA_1012 16S ribosomal RNA gene, partial sequence	KX178979	100.00	7.11264e-127	252.0
motu1131	No Results
motu1139	No Results
motu1160	Uncultured Clostridium sp. clone C2_99 16S ribosomal RNA gene, partial sequence	KP016231	100.00	6.32558e-127	252.0
motu1160	Uncultured bacterium clone JRH248 16S ribosomal RNA gene, partial sequence	KP292278	100.00	6.32558e-127	252.0
motu1160	Uncultured bacterium clone Otu0339 16S ribosomal RNA gene, partial sequence	KX152554	100.00	4.92469e-123	245.0
motu1160	Uncultured bacterium clone OTU337 16S ribosomal RNA gene, partial sequence	MW327962	100.00	4.92469e-123	245.0
motu1160	Uncultured bacterium clone OTU2488 16S ribosomal RNA gene, partial sequence	KX956834	96.03	3.00614e-110	222.0
motu1160	Uncultured bacterium clone LGH02-B-089 16S ribosomal RNA gene, partial sequence	HQ916626	95.63	1.39862e-108	219.0
motu1160	Uncultured bacterium partial 16S rRNA gene, clone H7_2219324	LT720245	95.63	1.39862e-108	219.0
motu1160	Uncultured bacterium clone LGH02-B-067 16S ribosomal RNA gene, partial sequence	HQ916606	95.24	6.50714e-107	216.0
motu1160	Uncultured bacterium clone T2D21FTWYY 16S ribosomal RNA gene, partial sequence	HQ459612	99.50	2.37373e-96	197.0
motu1160	Uncultured prokaryote clone 08061601-ZSS_YX_Z8_EU_1_24 16S ribosomal RNA gene, partial sequence	HQ154773	92.49	3.07062e-95	195.0
motu1160	Uncultured Ruminococcaceae bacterium partial 16S rRNA gene, isolate OTU_648	LT624615	92.49	3.07062e-95	195.0
motu1160	Uncultured bacterium clone 01d04 16S ribosomal RNA gene, partial sequence	GQ135541	92.40	1.42862e-93	192.0
motu1160	Uncultured Ruminococcaceae bacterium partial 16S rRNA gene, isolate OTU_231	LT624219	92.40	1.42862e-93	192.0
motu1160	Uncultured bacterium clone 04b05 16S ribosomal RNA gene, partial sequence	GQ134903	92.40	1.42862e-93	192.0
motu1160	Uncultured Ruminococcaceae bacterium partial 16S rRNA gene, isolate OTU_267	LT624255	92.40	1.42862e-93	192.0
motu1160	Uncultured bacterium clone 04f09 16S ribosomal RNA gene, partial sequence	GQ135207	92.40	1.42862e-93	192.0
motu1160	Uncultured bacterium clone 191 16S ribosomal RNA gene, partial sequence	MW548759	92.43	1.42862e-93	192.0
motu1160	Uncultured bacterium clone 01g07 16S ribosomal RNA gene, partial sequence	GQ133654	92.62	6.64672e-92	189.0
motu1160	Uncultured bacterium clone Otu17795 16S ribosomal RNA gene, partial sequence	KX877673	92.00	6.64672e-92	189.0
motu1160	Uncultured Clostridiales bacterium clone IAFpp8v1 16S ribosomal RNA gene, partial sequence	GU214164	92.00	6.64672e-92	189.0
motu1160	Uncultured anaerobic bacterium clone Otu01654 16S ribosomal RNA gene, partial sequence	MG810003	92.00	6.64672e-92	189.0
motu1160	Uncultured bacterium clone SSOTU70 16S ribosomal RNA gene, partial sequence	HM346741	92.00	6.64672e-92	189.0
motu1160	Uncultured bacterium clone 1f07 16S ribosomal RNA gene, partial sequence	GQ135237	92.00	6.64672e-92	189.0
motu1160	Uncultured bacterium clone HL2_D10 16S ribosomal RNA gene, partial sequence	KC705386	92.00	6.64672e-92	189.0
motu1160	Uncultured bacterium clone Otu06621 16S ribosomal RNA gene, partial sequence	KX876526	91.76	6.64672e-92	189.0
motu1160	Bacterium enrichment culture clone 3-9 16S ribosomal RNA gene, partial sequence	KF460336	92.00	6.64672e-92	189.0
motu1160	Uncultured bacterium clone OTU36 16S ribosomal RNA gene, partial sequence	MH337728	92.00	6.64672e-92	189.0
motu1160	Uncultured prokaryote clone Otu01654 16S ribosomal RNA gene, partial sequence	MG853783	92.00	6.64672e-92	189.0
motu1160	Uncultured bacterium clone 448_TC8_78 16S ribosomal RNA gene, partial sequence	KM251050	91.63	8.59808e-91	187.0
motu1160	Uncultured bacterium partial 16S rRNA gene, clone d1-92	AM409964	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium clone ATB-KH-22118 16S ribosomal RNA gene, partial sequence	KF630874	91.60	3.09242e-90	186.0
motu1160	Uncultured anaerobic bacterium clone Otu01723 16S ribosomal RNA gene, partial sequence	MG810065	91.60	3.09242e-90	186.0
motu1160	uncultured bacterium partial 16S rRNA gene	LR640147	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium clone Bact_IS_OTU1817 16S ribosomal RNA gene, partial sequence	KY944012	92.53	3.09242e-90	186.0
motu1160	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: M1_D08	AB850247	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium clone F3_E197 16S ribosomal RNA gene, partial sequence	KF641620	91.60	3.09242e-90	186.0
motu1160	Uncultured prokaryote clone Otu01476 16S ribosomal RNA gene, partial sequence	MG853613	91.60	3.09242e-90	186.0
motu1160	Uncultured bacteria partial 16S rRNA gene, clone SBL128F25	FN356697	91.60	3.09242e-90	186.0
motu1160	Uncultured archaeon clone OTU_461 16S ribosomal RNA gene, partial sequence	KU656352	91.60	3.09242e-90	186.0
motu1160	Uncultured Clostridia bacterium clone TTGE Band 18 16S ribosomal RNA gene, partial sequence	KX891432	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium clone 42A_BS3_13 16S ribosomal RNA gene, partial sequence	FJ825508	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium clone Otu01143 16S ribosomal RNA gene, partial sequence	KX875286	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium clone OTU119 16S ribosomal RNA gene, partial sequence	MH337669	91.60	3.09242e-90	186.0
motu1160	Uncultured anaerobic bacterium clone Otu01476 16S ribosomal RNA gene, partial sequence	MG809846	91.60	3.09242e-90	186.0
motu1160	Uncultured bacterium partial 16S rRNA gene, clone OresB025	FR694783	91.60	3.09242e-90	186.0
motu1160	Uncultured Clostridia bacterium clone S5 16S ribosomal RNA gene, partial sequence	EU551089	91.60	3.09242e-90	186.0
